0.3915540697240865,0.22587101187278144,0.17743282424213944,Yes,
0.9000868855311724,0.653723379429145,0.5684323510472648,Yes,
0.8234160092686613,0.5997653768066,0.8377351185248036,Yes,
0.8394890708399554,0.044977214162210455,0.2537879061479099,Yes,
0.7075635399470978,0.007718594287604892,0.9000131984399503,Yes,
0.5028714120037219,0.49848834918253804,0.2984947466387781,No,
0.625315505489279,0.3474339212350216,0.897729978401153,Yes,
0.6283149719613198,0.7811598101171311,0.3183156989483463,No,
0.7967543785995278,0.7193686649019124,0.39354572899536566,Yes,
0.281488358037925,0.5611938605447613,0.13428164141338883,Yes,
0.9188740865591217,0.20974049147089532,0.681511868376641,Yes,
0.4226059951228755,0.08983908020833183,0.5441790761167922,No,
0.16565455425914752,0.2606342557263004,0.8399804956619145,No,
0.6728753812318257,0.48794551521488266,0.012793334653527964,Yes,
0.9525661264152449,0.8655033396756603,0.5744843797310196,No,
0.811805540759858,0.2370293954121438,0.47091731078536764,No,
0.1295798295688771,0.5083438606849747,0.3420948408497354,No,
0.8654740703017538,0.9165811269240324,0.4249213544650452,Yes,
0.9891000175566467,0.16896326707763007,0.10373129861214868,Yes,
0.6917428085979049,0.9785184296788009,0.9985590527226836,Yes,
0.28730015086890537,0.3325543812090231,0.1388094394193009,No,
0.08505379195268437,0.8593331076517734,0.4010942965227829,Yes,
0.27196726043183883,0.19060857029001707,0.517312948732396,No,
0.9921645337456515,0.4781949217492152,0.8098634867685705,Yes,
0.0,0.8239213698178582,0.7933535925878321,Yes,
0.5325558562619678,0.11836072617820895,0.29520532530863863,Yes,
0.6024595975411255,0.079880687147929,0.0505979172506883,No,
0.518932580509275,0.3033463753428131,0.3363121896674242,No,
0.662884062714087,0.1433733370544328,0.4384003927459902,Yes,
0.7508348890575754,0.47191781962576684,0.015549595124061979,Yes,
0.2165342683384794,0.5182927187461616,0.4321636449808678,No,
0.9815190943617398,0.45529978821280603,0.9078560926063034,No,
0.581648880212449,0.6759854395354529,0.5625921085767049,Yes,
0.6147277585461753,0.18442185890842722,0.1950260435749036,No,
0.025883494282779827,0.6146036546913521,0.39640496457042546,No,
0.647118442971346,0.927702608132148,0.10571958361152645,No,
0.6607530784298918,0.271420791095079,0.29488619834222796,Yes,
0.6301986631334615,0.6487367615610098,0.6533567643663348,Yes,
0.21269684443217157,0.6079355276301498,0.20496669132569392,No,
0.12752475874407954,0.9696576150800063,0.20251313685632372,Yes,
0.6056749838966707,0.5978138938118465,0.08112036302421069,No,
0.3156736200414577,0.2760531111802451,0.2542590941058154,Yes,
0.9243104580606458,0.006758652615292142,0.17147572139351017,Yes,
0.0521920443662373,0.5845591431831504,0.5136285764486826,Yes,
0.8242650171394525,0.9090020566945798,0.30996094354168935,Yes,
0.7382118404073615,0.3401501340798936,0.37170566319440285,Yes,
0.17002907737928954,0.3867780485348955,0.43410072528013605,No,
0.7294373042716027,0.4934680861990186,0.9102198241108014,No,
0.1904910564355159,0.9352073929346363,0.7071131990870921,Yes,
0.4929844024759678,0.7536226413458271,0.26883547273622793,No,
0.9511750900600973,0.652146526117913,0.9950932040763608,Yes,
0.3615494199752048,0.5525987271845451,0.604860851983692,Yes,
0.8315968775067603,0.41130676635588076,0.5568439523294713,Yes,
0.4172128833904043,0.1305715767104262,0.47661739100197187,No,
0.8401797709669921,0.16389167839891586,0.20397564579789262,No,
0.3842735572469711,0.03307379592063131,0.7447088313894558,Yes,
0.7239505665096773,0.4771830260149524,0.8831111201987141,Yes,
